CREATED,FIRM_ID,USER_ID,EVENT_TYPE,NUM_DOCS,FEEDBACK_SCORE
4/16/2024,1785,01b5b7082befc1220a27175e467802ce,ASSISTANT,1,4
4/16/2024,1785,01b5b7082befc1220a27175e467802ce,ASSISTANT,2,5
4/16/2024,1738,01c7c2f820caf23ffcaa39052e1f5472,WORKFLOW,3,5
6/9/2024,1075,02101b80613a834a9bb6f83ff8e27e85,VAULT,9,4
6/9/2024,1075,02101b80613a834a9bb6f83ff8e27e85,ASSISTANT,19,5
6/4/2024,1075,02101b80613a834a9bb6f83ff8e27e85,WORKFLOW,3,5
5/9/2024,1075,02101b80613a834a9bb6f83ff8e27e85,ASSISTANT,1,5
6/20/2024,1072,0234c1ea9f998f64230b86ccaca1123e,VAULT,16,5
6/20/2024,1072,0234c1ea9f998f64230b86ccaca1123e,VAULT,48,3
6/20/2024,1072,0234c1ea9f998f64230b86ccaca1123e,VAULT,7,4
6/11/2024,1738,0257770c57a6e5d28a344838140a5b1c,VAULT,2,5
4/29/2024,1738,0257770c57a6e5d28a344838140a5b1c,WORKFLOW,1,1
4/29/2024,1738,0257770c57a6e5d28a344838140a5b1c,ASSISTANT,1,3
4/29/2024,1738,0257770c57a6e5d28a344838140a5b1c,VAULT,6,4
4/26/2024,1738,0257770c57a6e5d28a344838140a5b1c,VAULT,14,1
4/26/2024,1738,0257770c57a6e5d28a344838140a5b1c,ASSISTANT,2,5
4/25/2024,1738,0257770c57a6e5d28a344838140a5b1c,ASSISTANT,1,4
4/25/2024,1738,0257770c57a6e5d28a344838140a5b1c,WORKFLOW,1,1
4/25/2024,1738,0257770c57a6e5d28a344838140a5b1c,ASSISTANT,1,2
4/24/2024,1738,0257770c57a6e5d28a344838140a5b1c,ASSISTANT,1,4
4/24/2024,1738,0257770c57a6e5d28a344838140a5b1c,ASSISTANT,5,4
6/10/2024,101146,025c2964c40a2fd0b0cc3655696208e5,VAULT,17,5
6/10/2024,101146,025c2964c40a2fd0b0cc3655696208e5,WORKFLOW,2,2
6/17/2024,1668,0291d66d38443f5280c0953fb03525d9,ASSISTANT,1,4
6/11/2024,1668,0291d66d38443f5280c0953fb03525d9,WORKFLOW,1,4
5/31/2024,1668,0291d66d38443f5280c0953fb03525d9,VAULT,50,5
5/24/2024,1668,0291d66d38443f5280c0953fb03525d9,ASSISTANT,1,4
5/21/2024,1668,0291d66d38443f5280c0953fb03525d9,WORKFLOW,1,5
5/15/2024,1668,0291d66d38443f5280c0953fb03525d9,ASSISTANT,1,4
5/14/2024,1668,0291d66d38443f5280c0953fb03525d9,ASSISTANT,1,4
5/14/2024,1668,0291d66d38443f5280c0953fb03525d9,ASSISTANT,1,4
5/14/2024,1668,0291d66d38443f5280c0953fb03525d9,WORKFLOW,1,5
5/7/2024,1668,0291d66d38443f5280c0953fb03525d9,WORKFLOW,1,1
5/5/2024,1668,0291d66d38443f5280c0953fb03525d9,WORKFLOW,1,4
5/5/2024,1668,0291d66d38443f5280c0953fb03525d9,WORKFLOW,1,4
5/5/2024,1668,0291d66d38443f5280c0953fb03525d9,ASSISTANT,1,5
5/5/2024,1668,0291d66d38443f5280c0953fb03525d9,WORKFLOW,2,5
5/4/2024,1668,0291d66d38443f5280c0953fb03525d9,WORKFLOW,1,5
5/4/2024,1668,0291d66d38443f5280c0953fb03525d9,VAULT,25,1
5/3/2024,1668,0291d66d38443f5280c0953fb03525d9,VAULT,34,2
5/2/2024,1668,0291d66d38443f5280c0953fb03525d9,WORKFLOW,1,4
5/2/2024,1668,0291d66d38443f5280c0953fb03525d9,WORKFLOW,1,4
5/1/2024,1668,0291d66d38443f5280c0953fb03525d9,ASSISTANT,1,5
4/29/2024,1668,0291d66d38443f5280c0953fb03525d9,ASSISTANT,1,5
4/25/2024,1668,0291d66d38443f5280c0953fb03525d9,WORKFLOW,1,4
4/20/2024,1668,0291d66d38443f5280c0953fb03525d9,WORKFLOW,1,1
4/18/2024,1668,0291d66d38443f5280c0953fb03525d9,VAULT,32,5
4/18/2024,1668,0291d66d38443f5280c0953fb03525d9,VAULT,2,5
4/18/2024,1668,0291d66d38443f5280c0953fb03525d9,ASSISTANT,1,1
4/17/2024,1668,0291d66d38443f5280c0953fb03525d9,WORKFLOW,1,2
4/15/2024,1668,0291d66d38443f5280c0953fb03525d9,ASSISTANT,1,2
4/15/2024,1668,0291d66d38443f5280c0953fb03525d9,ASSISTANT,1,4
4/15/2024,1668,0291d66d38443f5280c0953fb03525d9,ASSISTANT,1,5
4/8/2024,1668,0291d66d38443f5280c0953fb03525d9,ASSISTANT,1,5
4/4/2024,1668,0291d66d38443f5280c0953fb03525d9,VAULT,4,2
6/2/2024,1068,02af0c53b622a23f9d8b0ec936986195,ASSISTANT,6,5
5/28/2024,1068,02af0c53b622a23f9d8b0ec936986195,ASSISTANT,1,4
6/19/2024,101141,02b9d12797a3b4f9b3237022c4e1ffb4,VAULT,13,3
6/19/2024,101141,02b9d12797a3b4f9b3237022c4e1ffb4,ASSISTANT,1,2
4/8/2024,101141,02b9d12797a3b4f9b3237022c4e1ffb4,VAULT,19,4
6/13/2024,1068,02c45b0c1d2089616d30171b2ce4bf00,ASSISTANT,1,4
6/12/2024,1068,02c45b0c1d2089616d30171b2ce4bf00,WORKFLOW,1,5
4/23/2024,1068,02c45b0c1d2089616d30171b2ce4bf00,ASSISTANT,1,4
4/22/2024,1068,02c45b0c1d2089616d30171b2ce4bf00,ASSISTANT,1,5
4/22/2024,1068,02c45b0c1d2089616d30171b2ce4bf00,VAULT,36,4
5/2/2024,1222,02d6cc303fb9ee8a521330080b45b19d,WORKFLOW,1,5
4/30/2024,1222,02d6cc303fb9ee8a521330080b45b19d,ASSISTANT,1,3
4/30/2024,1222,02d6cc303fb9ee8a521330080b45b19d,WORKFLOW,1,5
4/28/2024,1222,02d6cc303fb9ee8a521330080b45b19d,ASSISTANT,1,5
4/28/2024,1222,02d6cc303fb9ee8a521330080b45b19d,VAULT,5,5
4/27/2024,1222,02d6cc303fb9ee8a521330080b45b19d,ASSISTANT,1,4
4/8/2024,1022,02e0a41e91bff5ad8478ce20813457b5,WORKFLOW,1,5
6/24/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,VAULT,37,1
6/23/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,VAULT,35,5
6/23/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,ASSISTANT,3,4
6/20/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,VAULT,2,5
6/10/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,WORKFLOW,1,1
6/7/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,VAULT,32,4
6/7/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,WORKFLOW,2,5
5/2/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,WORKFLOW,1,4
5/2/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,ASSISTANT,1,5
5/2/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,WORKFLOW,1,5
4/23/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,WORKFLOW,1,4
4/19/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,VAULT,14,5
4/15/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,VAULT,43,4
4/10/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,WORKFLOW,2,4
4/9/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,ASSISTANT,1,5
4/9/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,VAULT,42,4
4/8/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,ASSISTANT,1,4
4/8/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,VAULT,9,5
4/8/2024,101141,02ed9ca7d853d72ec4cd48332eb945c9,WORKFLOW,1,5
5/30/2024,1673,0311c5ec3801458ebe98d6111295c1b7,ASSISTANT,1,4
6/10/2024,1072,03234b3c5c8192f0c485d1623a7580a0,WORKFLOW,7,4
4/16/2024,1072,03234b3c5c8192f0c485d1623a7580a0,WORKFLOW,1,2
4/24/2024,1068,0342cbbf36b79e7106df6f757de4dfa5,WORKFLOW,1,5
6/24/2024,101149,0355280616bbc1b24d76cecfdb35657e,VAULT,19,3
6/11/2024,1080,0356f4f2f44f86727ea2ee44b6183bfb,VAULT,2,5
5/8/2024,1080,0356f4f2f44f86727ea2ee44b6183bfb,WORKFLOW,3,3
5/8/2024,1080,0356f4f2f44f86727ea2ee44b6183bfb,ASSISTANT,25,3
5/7/2024,1024,035dc33a4e7362fa02d4d750d303b24c,ASSISTANT,2,3
5/7/2024,1024,035dc33a4e7362fa02d4d750d303b24c,VAULT,46,4
5/6/2024,1024,035dc33a4e7362fa02d4d750d303b24c,ASSISTANT,1,4
5/2/2024,1024,035dc33a4e7362fa02d4d750d303b24c,WORKFLOW,1,5
4/19/2024,1024,035dc33a4e7362fa02d4d750d303b24c,ASSISTANT,1,4
4/5/2024,1024,035dc33a4e7362fa02d4d750d303b24c,VAULT,37,1
4/5/2024,1024,035dc33a4e7362fa02d4d750d303b24c,VAULT,41,5
6/18/2024,1050,036da06aa3a076432212483432a8ab80,ASSISTANT,1,5
6/12/2024,1050,036da06aa3a076432212483432a8ab80,WORKFLOW,1,4
4/25/2024,1050,036da06aa3a076432212483432a8ab80,ASSISTANT,1,4
4/25/2024,1050,036da06aa3a076432212483432a8ab80,ASSISTANT,1,5
4/25/2024,1050,036da06aa3a076432212483432a8ab80,VAULT,32,4
4/25/2024,1050,036da06aa3a076432212483432a8ab80,WORKFLOW,1,3
4/25/2024,1050,036da06aa3a076432212483432a8ab80,WORKFLOW,1,3
4/25/2024,1050,036da06aa3a076432212483432a8ab80,WORKFLOW,1,4
4/25/2024,1050,036da06aa3a076432212483432a8ab80,VAULT,2,5
4/25/2024,1050,036da06aa3a076432212483432a8ab80,VAULT,10,4
6/24/2024,1222,03765d8eb312b0a95c66e6bf2eff25af,WORKFLOW,7,5
6/16/2024,1222,03765d8eb312b0a95c66e6bf2eff25af,ASSISTANT,7,5
6/16/2024,1222,03765d8eb312b0a95c66e6bf2eff25af,ASSISTANT,7,4
6/16/2024,1222,03765d8eb312b0a95c66e6bf2eff25af,VAULT,47,4
5/22/2024,1063,037b5c698c30e06cd434497ddcc1f68c,VAULT,8,3
5/15/2024,1055,037d2a41320908ff570519095bf3864d,VAULT,42,5
5/15/2024,1055,037d2a41320908ff570519095bf3864d,VAULT,10,2
4/22/2024,1068,03a49fa3ef52472f3c2e1be8c16a78b4,VAULT,9,5
6/24/2024,101146,03be1de1e8c558c2315383dc23c3cb40,ASSISTANT,1,5
6/14/2024,101146,03be1de1e8c558c2315383dc23c3cb40,ASSISTANT,1,4
6/14/2024,101146,03be1de1e8c558c2315383dc23c3cb40,VAULT,17,5
5/31/2024,101146,03be1de1e8c558c2315383dc23c3cb40,VAULT,24,3
5/31/2024,101146,03be1de1e8c558c2315383dc23c3cb40,ASSISTANT,1,1
5/23/2024,101146,03be1de1e8c558c2315383dc23c3cb40,ASSISTANT,1,4
5/20/2024,101146,03be1de1e8c558c2315383dc23c3cb40,VAULT,17,5
5/14/2024,101146,03be1de1e8c558c2315383dc23c3cb40,VAULT,2,2
5/14/2024,101146,03be1de1e8c558c2315383dc23c3cb40,WORKFLOW,2,3
5/14/2024,101146,03be1de1e8c558c2315383dc23c3cb40,ASSISTANT,1,3
6/12/2024,1080,03ca0186347afa409d0b7931df81e1d7,VAULT,1,3
5/24/2024,1055,03ccdf4ea9b85cc6f5328f412bb6f1d3,VAULT,6,4
5/24/2024,1055,03ccdf4ea9b85cc6f5328f412bb6f1d3,WORKFLOW,1,4
5/24/2024,1055,03ccdf4ea9b85cc6f5328f412bb6f1d3,VAULT,43,4
5/24/2024,1055,03ccdf4ea9b85cc6f5328f412bb6f1d3,VAULT,32,4
4/11/2024,1022,03e3ab7bea404aa4d5945642b4d5423f,ASSISTANT,1,4
4/11/2024,1022,03e3ab7bea404aa4d5945642b4d5423f,VAULT,48,5
5/20/2024,1050,03e9b057ef082e513cce1e8dc8a9aa7e,VAULT,40,2
5/20/2024,1050,03e9b057ef082e513cce1e8dc8a9aa7e,VAULT,13,4
5/9/2024,1050,03e9b057ef082e513cce1e8dc8a9aa7e,VAULT,49,5
6/17/2024,1068,03ef17b7c69ebaefe980d999db018883,ASSISTANT,3,4
6/17/2024,1068,03ef17b7c69ebaefe980d999db018883,VAULT,13,2
6/16/2024,1068,03ef17b7c69ebaefe980d999db018883,VAULT,13,4
6/16/2024,1068,03ef17b7c69ebaefe980d999db018883,ASSISTANT,1,4
6/13/2024,1068,03ef17b7c69ebaefe980d999db018883,ASSISTANT,1,4
6/13/2024,1068,03ef17b7c69ebaefe980d999db018883,WORKFLOW,1,1
6/13/2024,1068,03ef17b7c69ebaefe980d999db018883,ASSISTANT,1,3
6/10/2024,1068,03ef17b7c69ebaefe980d999db018883,ASSISTANT,4,5
5/21/2024,1068,03ef17b7c69ebaefe980d999db018883,WORKFLOW,1,4
5/20/2024,1068,03ef17b7c69ebaefe980d999db018883,ASSISTANT,1,5
5/13/2024,1068,03ef17b7c69ebaefe980d999db018883,ASSISTANT,1,4
4/9/2024,1068,03ef17b7c69ebaefe980d999db018883,WORKFLOW,1,5
5/10/2024,1055,03fea64600970f27bf2366654ea0e11c,VAULT,31,5
5/10/2024,1055,03fea64600970f27bf2366654ea0e11c,WORKFLOW,1,4
4/16/2024,1055,03fea64600970f27bf2366654ea0e11c,VAULT,32,4
6/24/2024,1037,041b14a215e128bc98d1cca191eed3fa,ASSISTANT,1,5
6/23/2024,1037,041b14a215e128bc98d1cca191eed3fa,WORKFLOW,2,4
6/21/2024,1037,041b14a215e128bc98d1cca191eed3fa,WORKFLOW,1,5
6/19/2024,1037,041b14a215e128bc98d1cca191eed3fa,VAULT,31,4
6/17/2024,1037,041b14a215e128bc98d1cca191eed3fa,WORKFLOW,2,4
6/16/2024,1037,041b14a215e128bc98d1cca191eed3fa,ASSISTANT,2,5
6/16/2024,1037,041b14a215e128bc98d1cca191eed3fa,VAULT,17,5
6/16/2024,1037,041b14a215e128bc98d1cca191eed3fa,WORKFLOW,2,3
6/16/2024,1037,041b14a215e128bc98d1cca191eed3fa,ASSISTANT,2,2
6/12/2024,1037,041b14a215e128bc98d1cca191eed3fa,ASSISTANT,1,3
6/10/2024,1037,041b14a215e128bc98d1cca191eed3fa,VAULT,10,5
6/6/2024,1037,041b14a215e128bc98d1cca191eed3fa,WORKFLOW,1,4
6/1/2024,1037,041b14a215e128bc98d1cca191eed3fa,VAULT,47,2
6/1/2024,1037,041b14a215e128bc98d1cca191eed3fa,ASSISTANT,8,5
6/1/2024,1037,041b14a215e128bc98d1cca191eed3fa,WORKFLOW,1,5
5/24/2024,1037,041b14a215e128bc98d1cca191eed3fa,ASSISTANT,1,5
5/15/2024,1037,041b14a215e128bc98d1cca191eed3fa,ASSISTANT,1,4
6/20/2024,1286,042d26b0c5d766dfcd2c900d45b7d681,VAULT,10,3
5/27/2024,1286,042d26b0c5d766dfcd2c900d45b7d681,VAULT,14,4
5/27/2024,1286,042d26b0c5d766dfcd2c900d45b7d681,ASSISTANT,1,5
5/7/2024,1286,042d26b0c5d766dfcd2c900d45b7d681,VAULT,10,3
4/9/2024,1055,04343aab62a4cd9c1789cde009dfc23d,VAULT,9,3
6/16/2024,1068,046b7017b9e3719bbbbffd171fcaaada,ASSISTANT,1,5
5/30/2024,1068,046b7017b9e3719bbbbffd171fcaaada,ASSISTANT,3,4
6/12/2024,1037,04bf4e9fb443c6299fb00417d6a56b08,ASSISTANT,1,5
6/2/2024,1037,04bf4e9fb443c6299fb00417d6a56b08,ASSISTANT,1,4
5/26/2024,1037,04bf4e9fb443c6299fb00417d6a56b08,WORKFLOW,1,3
5/26/2024,1037,04bf4e9fb443c6299fb00417d6a56b08,WORKFLOW,1,5
5/14/2024,1037,04bf4e9fb443c6299fb00417d6a56b08,ASSISTANT,1,5
4/23/2024,1037,04bf4e9fb443c6299fb00417d6a56b08,VAULT,3,5
6/6/2024,1022,04cb1f9dd727ffff1e23625392f5995d,WORKFLOW,1,2
6/11/2024,1658,04e2190bd00d87efb27a0222d25abded,WORKFLOW,1,3
6/11/2024,1658,04e2190bd00d87efb27a0222d25abded,WORKFLOW,1,4
6/10/2024,1658,04e2190bd00d87efb27a0222d25abded,WORKFLOW,1,4
6/4/2024,1658,04e2190bd00d87efb27a0222d25abded,WORKFLOW,1,5
5/24/2024,1658,04e2190bd00d87efb27a0222d25abded,WORKFLOW,1,4
5/23/2024,1658,04e2190bd00d87efb27a0222d25abded,ASSISTANT,1,5
5/20/2024,1658,04e2190bd00d87efb27a0222d25abded,VAULT,21,5
5/9/2024,1658,04e2190bd00d87efb27a0222d25abded,ASSISTANT,1,5
4/28/2024,1658,04e2190bd00d87efb27a0222d25abded,ASSISTANT,1,5
4/24/2024,1658,04e2190bd00d87efb27a0222d25abded,ASSISTANT,4,4
4/24/2024,1658,04e2190bd00d87efb27a0222d25abded,ASSISTANT,4,5
4/11/2024,1658,04e2190bd00d87efb27a0222d25abded,ASSISTANT,2,5
4/2/2024,1658,04e2190bd00d87efb27a0222d25abded,VAULT,47,3
6/20/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,VAULT,10,5
6/20/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,ASSISTANT,1,1
6/13/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,WORKFLOW,1,2
6/13/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,WORKFLOW,1,4
6/13/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,ASSISTANT,1,5
6/13/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,ASSISTANT,1,5
6/13/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,VAULT,29,4
6/12/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,VAULT,12,3
6/12/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,ASSISTANT,1,3
6/6/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,VAULT,17,4
6/6/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,WORKFLOW,1,4
6/5/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,VAULT,43,3
5/30/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,ASSISTANT,1,5
5/27/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,VAULT,34,4
5/27/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,VAULT,35,5
5/22/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,VAULT,10,4
5/20/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,VAULT,4,4
5/13/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,WORKFLOW,1,5
5/13/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,ASSISTANT,1,5
5/13/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,ASSISTANT,1,2
5/13/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,WORKFLOW,1,1
4/19/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,VAULT,33,4
4/19/2024,1037,0523d4fcbe429b3e6eaa4054860bdd35,ASSISTANT,2,5
4/8/2024,1286,05314f0dd085c7466f6a4c40ab87d14d,VAULT,17,4
4/2/2024,1286,05314f0dd085c7466f6a4c40ab87d14d,VAULT,26,5
5/28/2024,1068,055c89d63197910db0e9452427be3480,WORKFLOW,1,4
5/30/2024,1222,05716a54b0a9607f1460e8912c5c72e3,VAULT,3,5
5/27/2024,1222,05716a54b0a9607f1460e8912c5c72e3,ASSISTANT,1,5
5/27/2024,1222,05716a54b0a9607f1460e8912c5c72e3,VAULT,21,4
5/27/2024,1222,05716a54b0a9607f1460e8912c5c72e3,VAULT,37,4
5/27/2024,1222,05716a54b0a9607f1460e8912c5c72e3,VAULT,28,5
5/27/2024,1222,05716a54b0a9607f1460e8912c5c72e3,ASSISTANT,1,4
5/26/2024,1222,05716a54b0a9607f1460e8912c5c72e3,ASSISTANT,1,4
5/24/2024,1222,05716a54b0a9607f1460e8912c5c72e3,WORKFLOW,1,4
5/24/2024,1222,05716a54b0a9607f1460e8912c5c72e3,WORKFLOW,1,4
5/24/2024,1222,05716a54b0a9607f1460e8912c5c72e3,ASSISTANT,1,5
5/24/2024,1222,05716a54b0a9607f1460e8912c5c72e3,ASSISTANT,1,3
6/11/2024,1073,057784fe97bdcc8af01c8efd563b981a,ASSISTANT,2,5
6/11/2024,1073,057784fe97bdcc8af01c8efd563b981a,ASSISTANT,1,4
6/11/2024,1055,058b50a9d00a15dd7c7746f907fc7457,VAULT,29,4
6/11/2024,1286,0595fc771dcd4f154303c110235a97fa,VAULT,16,5
6/6/2024,1286,0595fc771dcd4f154303c110235a97fa,ASSISTANT,1,4
