ID,CREATED,TITLE
74ef025650680cc2ad32ea13f753bde1,1/26/2024,Associate
a281f1478936993093dace1c989b052c,8/6/2023,Junior Associate
7c0e4892fdda1eff786c2ec6beee2425,8/8/2023,Junior Associate
89b7a7fb50ebab6f3d633efd626990f3,11/22/2023,Junior Associate
d0a76cc99c057e627035dc024bc599ea,8/6/2023,Associate
b9d2f3c7adfa413814f0d360602b7630,1/4/2024,Senior Associate
3d2539757d999c72a970e453020008b0,11/23/2023,Senior Associate
31661052a9923002bfbd3a817f93a203,1/3/2024,Senior Associate
786c24f8f7c41d3fffd79199a37e695f,8/6/2023,Associate
5a81ba488d82fb2bc27f002fdd1b1be8,1/26/2024,Junior Associate
4e6ef4aa285c883c16b563684d669b87,11/10/2023,Junior Associate
c2531af670e8d514b29e0c226acbd248,1/26/2024,Partner
9ed70df77ab904174eeea2ed6d4d6efd,1/26/2024,Junior Associate
1e5cdd2ce85dc3fa101f577e645a9434,8/5/2023,Junior Associate
ad835f2a7a8d1397d9796e3e3746bbce,1/4/2024,Junior Associate
b335d427f1da1094b92350e510df1479,1/26/2024,Associate
7ee5fc9e44cf1184cde6724c8e41cf79,8/6/2023,Junior Associate
1b1a2346e1650f0a153062fe996d4683,1/26/2024,Senior Associate
e884a0b688c90141d16fe82bf3fc67da,1/26/2024,Junior Associate
65b7c5f67fd7d18f6b35816777ecc269,11/22/2023,Associate
5b314bdc796a635e191e6bc5dd61d4e2,11/22/2023,Associate
4602cd6c7fb1f46148eabf0ad0be8cd6,12/31/2023,Junior Associate
6675d57a4ba08c161c17c084232320fa,1/26/2024,Partner
6f89c8e5a182a3f92f6f5272e6fb3a2e,8/6/2023,Associate
6bf43ecdd83cda5465169b03c4315ac4,1/26/2024,Senior Associate
cfe66ebcc18d4bd7c00f2ddab6623315,11/22/2023,Senior Associate
26796bb0e9caf800f93fa1ded4a917b7,1/2/2024,Partner
7339d51a9107cd6d6e5e8d5bc94566bd,8/5/2023,Junior Associate
f99649a15ee04d131b819b45db89b283,1/3/2024,Senior Associate
703443cd5a3387305a64e79270f91323,11/21/2023,Junior Associate
386dfd66f8a28cfecb0a2905d81e35c3,8/5/2023,Junior Associate
601b14dca837cac52f1e4b7d147c96aa,1/26/2024,Partner
738c3839ef02eeab1dfd52a0b605fccb,1/1/2024,Associate
489f2922a444f6a030458c04d4c7b6eb,8/6/2023,Junior Associate
e1655027efc7b2fab4d3b505a4b3ca2c,1/1/2024,Junior Associate
6a2e12b3adaa311fc82b594af10ecbc7,8/5/2023,Junior Associate
55b3428cbc214c280680a85b5f4e251f,8/6/2023,Junior Associate
2b553045cb0ef80608b2283b92fa9ad7,1/1/2024,Senior Associate
58eccb7660f755b9986cabef65f18854,1/2/2024,Junior Associate
56ca987f55eff031d5e867264be040e8,8/6/2023,Senior Associate
1de77c951a54dc24c405cfe03a917b36,8/6/2023,Junior Associate
2e0f5b947c6cd1f33c527ce1747e161d,8/6/2023,Associate
6b0ed40f4a25db256d286d43cfaa99c3,11/21/2023,Associate
de7ebcef27911c89d8e6fcbf6eae4809,8/5/2023,Associate
f0102fd14267f00288026cab0ede6fb9,7/8/2023,Associate
ef07805ef1c2919201145ec6f6bf6b5f,11/23/2023,Associate
e0ff9b368050178133185c8f6581be85,11/22/2023,Associate
291805dc577d9208e0509f0a1f11b5ef,11/23/2023,Junior Associate
de1e702426f7c2d3ce5e1b25c1d6fb9e,11/21/2023,Associate
d6eca8fc9c659bb62c8044936792b342,1/6/2024,Junior Associate
a5b738a060aaa76cb7bb231f88a97288,8/8/2023,Junior Associate
e22174c8547de6ba0baa5ca60414ebd3,1/26/2024,Senior Associate
e1f39d9bd980a67f7001f5392704b314,11/22/2023,Associate
8fc3cfe834df58528cc8add42b16c8a7,11/23/2023,Junior Associate
a566bc75bcc4ddaac8d735de2253eac3,11/21/2023,Junior Associate
d3df4be43f2e8d89c642a8d856f73a12,8/5/2023,Junior Associate
60de1a9e8429a33d55f69b37150a6424,11/23/2023,Junior Associate
c506b88f9d0d1f8266e14b3d07a08596,1/4/2024,Senior Associate
339a630fba393a8f70e0d82cf559220f,8/5/2023,Associate
df42aca50b1e61bd98c2ce948901a556,8/6/2023,Associate
280725151d50aadeb6ee98242bf7c1b4,8/5/2023,Associate
d70519f5837c9b4cfe62161878034759,8/6/2023,Associate
fa73eafee81a7accfac28f9d67e4617c,1/4/2024,Senior Associate
e4f8a5fef99b658132726b4e896d3cfd,1/26/2024,Partner
14c7c0b3b26addf20ce2b9d588b673b4,8/5/2023,Associate
3fe9eee69c01e49c67b3d9e8ad85739f,8/5/2023,Senior Associate
ae9773833817a935da0ccd1dcecc6f4e,8/5/2023,Junior Associate
79aa52c12eddcbde2ad64b0789c6c905,1/5/2024,Junior Associate
d7a5d7779afcfa5517b83b48bfc9f678,11/22/2023,Partner
6d71b64d287c05f4ea41064a22b33d39,1/2/2024,Junior Associate
3b454d93703e0902f39aaa06676418ef,1/6/2024,Junior Associate
552bb2d350cea3f281042acf993cbbc2,1/3/2024,Junior Associate
ddc9c3e8d620a1e9b0e736e287907a35,11/21/2023,Junior Associate
59b240d26775085ca5c938b016c41cd3,11/28/2023,Junior Associate
af041dc9ee14f7eee3d34e45e43cdc6f,10/26/2023,Associate
51832d9dc91f9f0a1fcb01c87a8ae50e,11/23/2023,Associate
06d92611a1425d960b24fd8abd24b343,8/6/2023,Partner
db44c6fca437baee87e01b7bfa0aba52,7/24/2023,Junior Associate
dc4bce3b0ebd36498cb4738451fde711,1/6/2024,Senior Associate
43419549eb3bbb868deb27ac66f515ee,11/22/2023,Senior Associate
14d578a57fa0cbc314ad7befff39f5f5,11/23/2023,Junior Associate
b9dc0c3e3ce1fad214174e667bce4be1,12/31/2023,Partner
a50308361b8a8c1d6fc1ad0afeed4d10,1/2/2024,Junior Associate
ee7dfb0172ad8dbeff2bb83ff04025fa,11/23/2023,Junior Associate
a279d0c7347cfc0e3226fa8e9501e9e2,1/1/2024,Junior Associate
247fc5570015b86aa67ef7ff5ae2afcc,11/23/2023,Junior Associate
a75bae63076fb8bc8ae475d05d2e4a7c,8/6/2023,Associate
5b3395577e144b80cf57203a34450cf2,8/6/2023,Associate
34f693edd54a8029e3ff3f365400732e,8/6/2023,Junior Associate
d679b00a56ad8b559458d9fef5df1938,1/1/2024,Senior Associate
5ca1228a10e3f2e601ff4f5bc54ce74c,1/4/2024,Junior Associate
19aa17efb86266fe4f08a6f6fc730488,12/31/2023,Associate
ff6eb2e07d44af8c798624413025000b,11/21/2023,Associate
b97b433081d0ba090f757086c80f4b13,8/6/2023,Senior Associate
501644704f50c952270eec5ee304cf43,1/8/2024,Senior Associate
393f60b038863558d4993995d0836189,1/4/2024,Associate
1a21f335fc69988a4c5070440e520d93,11/23/2023,Partner
797d9d93c48a7524a7f567db428d8b4c,1/26/2024,Junior Associate
42111994543ccee030a0721ab3239841,1/3/2024,Senior Associate
215808290c703bd70ef978798b423822,1/26/2024,Junior Associate
a21b1bbc53df1b0740efd213ed1f8a3d,8/6/2023,Senior Associate
33ae9d050318c234c16c6a450bf5b9a1,1/26/2024,Junior Associate
6a53def27a8777a8c108f7d797dc1c32,8/6/2023,Junior Associate
e88c140a6bf8a3224d65fbe6d2cfe87d,8/5/2023,Junior Associate
ca8fe1d2d7b992a23023ae0d59c0f2ae,11/22/2023,Associate
9fa5979fcf6ad8620cb6659e1cacbe06,11/22/2023,Senior Associate
f648a3bfd2e0eb1aaa152a048894da2f,1/26/2024,Associate
c3f5d304588aeffe152a2c882f008384,1/26/2024,Junior Associate
3bd1396a93409c3a39e0763532cd07f9,11/22/2023,Junior Associate
c53fcee56b49027171d9126c015b22a6,1/26/2024,Associate
d3da1379d491aa858641a25838ad059f,11/22/2023,Junior Associate
4185b6ce4003d0602c0b59a332625198,8/6/2023,Junior Associate
3734569883492514cda433dff0553c88,8/6/2023,Junior Associate
c39d2d48c92b5a31f28f3705ffd708e8,1/3/2024,Associate
8e1c9b68054b2a38f8cc240c7ba92c33,11/30/2023,Associate
59cbabeb432503865aa8a977bcf2c23b,11/21/2023,Junior Associate
1bb2e2100e66a5d322d3faa2244ce31e,8/6/2023,Senior Associate
257ad1ff18a53f586105b5f2134c6229,1/1/2024,Associate
be574bc77ddd2bb68b30af9d6f37727a,8/6/2023,Associate
9dc1179877a54a63e8cc4a760ae30dd2,11/30/2023,Junior Associate
c4774b352364f51ebda22c45bf4e0432,7/17/2023,Partner
ae0cc997a8420e5381f687fad2b82510,8/5/2023,Partner
44bf31bd1fb8367c5a7d0df687e77a64,7/27/2023,Senior Associate
4c8e0789a09699f61b23b3557a9a7fad,12/31/2023,Junior Associate
24fd2f4de0031d49fa8c3045e133ecee,11/23/2023,Junior Associate
9507b5ea4d2478fff46d1451b0caf645,8/6/2023,Junior Associate
4879d8bf0d255a388df86488bb9df545,8/6/2023,Junior Associate
8574da436a5f0a67e23faffbf6d03afb,11/28/2023,Junior Associate
7e4b257da18652b81d09d2a3ed802d88,8/6/2023,Junior Associate
ece27e79b0b7518a6fccc28d04522831,8/6/2023,Associate
e32aaed3319e0bd98b9fdde7f1318c0c,11/28/2023,Senior Associate
48511feaf0ca34308ca0ce60fd3efdef,1/29/2024,Junior Associate
894350bf4af0153ee36d23ab8c2bd118,11/21/2023,Associate
ceaba2bd23c2c87bf67a86800bbb4c90,11/22/2023,Junior Associate
4b7abedee472d5e82d90e16acf374037,1/3/2024,Senior Associate
aa7ee03c5186f609b0fb750c749d870e,8/5/2023,Senior Associate
176dcc41b9d3b556b5e283d5fccfe459,12/19/2023,Senior Associate
db5bf48853810c1a60aca39a914ace0e,11/21/2023,Associate
dae9d498bdc0a2cf2dea6265197d7e5e,1/26/2024,Junior Associate
809f79b493abac949986ca05ac36e9d0,11/23/2023,Junior Associate
d8122fd81fbe9289d7de6f45340e800e,7/16/2023,Junior Associate
64bb4cd629a2a9306ca01ea563fab115,8/5/2023,Junior Associate
e6dc390540a03c41b96e34ed92727393,7/12/2023,Junior Associate
922f504502921c7d3507871227b57234,11/22/2023,Senior Associate
5931a87c420d0337ee09c90ce16a00c5,1/23/2024,Junior Associate
fd4387f9288c3ce2c8d9b53b48a03fa9,11/28/2023,Associate
6db55f2d4259a35cd22e5347c361e4d0,8/5/2023,Associate
6103ee45b7e315a956796c9f8a02b8df,1/2/2024,Junior Associate
443b4c6468cc2993148a133de48d0118,1/6/2024,Senior Associate
3644c79b16b77155f4e7126faf363e2f,8/6/2023,Senior Associate
74f92eb098b71ce039ec8a86fd4926a0,12/19/2023,Senior Associate
3a60b2363fe196cdd2ccafe757abe5b7,1/13/2024,Junior Associate
af18f7eed5f061e9b51eae30a44df86d,12/31/2023,Associate
b11d4db8504d9187397d39f29672c0e1,8/5/2023,Junior Associate
d8720b6853bfc04d4f9812e4f2566cc9,8/5/2023,Junior Associate
b38a05c7b72d91c4d7a6556c04c97cb9,1/1/2024,Junior Associate
da26d0465a13da5e83fa9c0180433bd5,8/6/2023,Associate
fdfa8ddb6314e8fe02cc11de1c1d571b,8/6/2023,Senior Associate
c222d2d4b61d4d6c5d9b9ff595d24a6b,11/22/2023,Junior Associate
db81a1feacbae1b3c962c0fa6f6c5f5b,11/23/2023,Junior Associate
ec1bd304d6ba466facf6e9cf1f6e5a9d,11/23/2023,Junior Associate
7174d6d86005589bc09e2f13a5323ff2,8/5/2023,Associate
d985149eb4ee3dd51973d6e87bbae4ad,8/6/2023,Junior Associate
8be23d7a0dbe828f296208c80e685e4c,1/4/2024,Associate
1bd4dcc45548694638fb12c7064959be,11/30/2023,Associate
f58a9c4b1a557cf297571a924bc068db,11/23/2023,Associate
675700d02fa0478131afdb46b120f46c,1/6/2024,Junior Associate
256830716e4481d795dafee5eabb25fb,8/6/2023,Junior Associate
03765d8eb312b0a95c66e6bf2eff25af,11/28/2023,Senior Associate
1fe56fcd9b1db04d4183d7f1da1ceabb,11/23/2023,Partner
75556e66408025260d4e7f4466b41b64,11/30/2023,Senior Associate
b23c841d43b98b789ad22d6b20754b41,12/8/2023,Junior Associate
cf490412060a07e2313241dcfd58a938,11/21/2023,Associate
cdda4c1c0a5f5983a24386830bed2536,1/26/2024,Junior Associate
cdf877ffa2630f07a42f592b9656c31d,11/8/2023,Partner
c27f81e434739d941f4c6275f8cfb889,8/5/2023,Junior Associate
0e932c3e63178195e2275b266c942f9f,1/26/2024,Associate
0afab98c310d22fd5d856701cadeeaa4,1/1/2024,Senior Associate
4b442b6dd91e1857eecc2e0a03cdf14b,8/6/2023,Senior Associate
4996fb98bfbf7c09cf5d6add087b1512,11/23/2023,Partner
6008078dfb5f62f3c4f3200730e04a47,1/26/2024,Junior Associate
0db2fb517aa46cbdcb801a8b3e224ed1,8/6/2023,Junior Associate
fae0884ee9f352f44d98ce2793857273,1/6/2024,Junior Associate
0759995789621bc22fd20b0b514c3257,1/5/2024,Junior Associate
40f980e02b9ba9e5f36b55c89f1bbc36,7/24/2023,Junior Associate
0abe071ebcf03c8b62a1b2f869b8fd02,1/4/2024,Junior Associate
97641a4d378b60c079cf6165734cc484,11/23/2023,Associate
05e0cf48a1d4747f7048bba38c0e1ead,1/3/2024,Junior Associate
57c64fdbe667d7ff871e3b162aea9f15,11/23/2023,Associate
aa3101b0fcce5863ba78d30a4519d4a6,1/1/2024,Junior Associate
8303d7a0fb0c19a635418187c8cf6474,1/26/2024,Associate
e9362980aec37b19ace3dd85f524257d,1/26/2024,Senior Associate
e40b9dfcd2bb45e30df0190b53f1662b,1/1/2024,Associate
5d29007e0b13170229278fc72daf13e6,1/3/2024,Senior Associate
20facfb851170ae2ce1dd97552c35c9e,1/26/2024,Associate
02ed9ca7d853d72ec4cd48332eb945c9,12/19/2023,Senior Associate
e27080369058a109a750a94764ef3863,1/26/2024,Junior Associate
041b14a215e128bc98d1cca191eed3fa,11/22/2023,Junior Associate
b1ea37eb218a748191c708490273016c,8/5/2023,Senior Associate
b1c69372d04d697b41dac3a18f596d01,11/23/2023,Partner
4c4db58881e32b3a600acc3e1e66c299,11/23/2023,Junior Associate
4ca658513ec7e418273a44c2d0f8dadf,1/29/2024,Junior Associate
22d8289eab4b2774d9b50f9102d8be07,1/1/2024,Junior Associate
baed423ce4a438407afe58ba12d59b0e,1/6/2024,Junior Associate
d71c7489c94997f572f0f39cffa41310,11/23/2023,Junior Associate
aef68dd110e457f8cc898065dab982a3,8/6/2023,Associate
0c4468269f1829f0de089de09d56f9b0,1/2/2024,Associate
e23329355f754d302fa583d6d649ae26,1/26/2024,Junior Associate
760dfd539f454d109192f5267d848287,1/2/2024,Associate
251dd43c831c85363843dead2b0520b3,1/3/2024,Junior Associate
adcb7c7382991eecdcc1d343fe07a70f,1/3/2024,Junior Associate
f1b02618d7ba6a8c62416338e1aeb92b,8/8/2023,Associate
5d54927816fb6781362e165c7bd97ab1,8/5/2023,Junior Associate
f19b0c6dfd7802eaa5e1594062f4b569,8/8/2023,Junior Associate
a64a6db2332f3a53d575fe8d21907e27,11/23/2023,Senior Associate
41c3ce7e28027a957f91c917596a351f,1/6/2024,Junior Associate
7ee7534c6cdb317928bd969b0298efa6,8/5/2023,Junior Associate
30f91c0134464bd24c2a572706f6e4f7,11/21/2023,Junior Associate
0c7ffe779d2a440b0a2a63fdde7379be,11/22/2023,Junior Associate
ad90acc86db8fab8f1435bfba82cfa08,8/5/2023,Junior Associate
28768728118a9f4f37d42e31c40f5886,1/4/2024,Associate
28bf254dfa3ab62678846eddc064fdc6,8/5/2023,Associate
1505e0f240dc3429b02616c0a0d57a75,8/6/2023,Associate
38f87cb5d67ec989d74ee065f443c944,1/1/2024,Junior Associate
ab35be9cada662a4bd274975bdf6e118,8/5/2023,Junior Associate
4f70fc25b6c89cd355c38e691c71a610,1/6/2024,Senior Associate
fec05937cb971a78fac58924281839f2,11/22/2023,Partner
3928137ace92c8f8f479276392812739,1/6/2024,Associate
690a1044e42431ee86545fdee84662f2,11/22/2023,Junior Associate
edf4789edb94d7190d9899c83fdfc569,12/14/2023,Senior Associate
50d09ed7c162a53042f8c45f106a8dda,8/5/2023,Junior Associate
98290d45f34f89c55f6589c92ab60f72,11/21/2023,Junior Associate
0f7c6e4d99b615aaa11083d139a74fbf,8/5/2023,Junior Associate
586db40f223d5a7cab1964e049084bd8,8/6/2023,Junior Associate
ff1fe3e02de7076931c53c4e54438e66,12/31/2023,Junior Associate
0ad0ee567152d741c06aa8f6d304bf72,1/5/2024,Junior Associate
e85f301e885bb4cb3694529e4f29caf9,8/6/2023,Associate
a078b615dd1b943dd7891578fe50ece3,8/8/2023,Junior Associate
f68606c3cd415e5ee095722caa5ecf85,8/6/2023,Associate
a994dcdd8ce732df95651b29160b4891,1/6/2024,Junior Associate
8e6eeb1b46a3ceadd7ba95c4957cf592,11/23/2023,Senior Associate
d833089f5626631714dd45fe7c94dc02,1/1/2024,Associate
0355280616bbc1b24d76cecfdb35657e,1/26/2024,Associate
12553623c48c5bf46a6667504a84c8da,10/22/2023,Junior Associate
5b52efbd22b66b5e0902702d8b5b1be2,1/1/2024,Junior Associate
1973883d909c7ae334f87d3f4de5eb14,11/22/2023,Senior Associate
4c3b0409e2fe9bb95d468b6171af59bb,11/22/2023,Senior Associate
7c6cd25bd7ee22e484227d06ee580857,1/2/2024,Associate
28a34f97b0e3219b032394cd98695907,1/3/2024,Senior Associate
80a4cc689a7e479b1edf4532c9d74956,11/22/2023,Senior Associate
cd7fa065ef44e1cb0eb76c8e9105d300,12/16/2023,Partner
26af8143e98e035f0d9b7d92f9a9b205,1/6/2024,Senior Associate
a36a9c314250d027347bc4a67f38b83c,1/4/2024,Senior Associate
1784f7c43a7fb6938392de12f77285c1,11/23/2023,Junior Associate
f22e066db977b355343dd8e6a1f37c0e,11/23/2023,Junior Associate
d5c48feea7609c57266740bf6d561e7a,1/2/2024,Junior Associate
6d394a8d709454b3c2dfb7b80a155127,11/21/2023,Junior Associate
e1ca69bc82d7c26cd7c0e8db4204aae3,11/21/2023,Junior Associate
a232f456e2923c33bbec2ea617676eae,11/21/2023,Associate
a37a399bc7943bc462ac4f860b2651df,8/8/2023,Junior Associate
38ec3ce108bf7ff84e2ac6d253c40d7e,8/6/2023,Senior Associate
74243c1bddd2bc68ddb5529a50a502b2,8/5/2023,Junior Associate
98404676b766a58d5f9284150db8e9bb,11/30/2023,Associate
3ae93fe2f54b3d4341ac42a7ecd2737b,8/6/2023,Associate
809182b9f2debd711a10c6a61659c22d,1/3/2024,Associate
f9a068e04b45e7032e7aedadd72885fc,8/5/2023,Associate
25c2ffb28ad1c0b19b5b8d841024aa45,8/6/2023,Associate
d142ced0976d96f5dd362674ccb7829e,8/5/2023,Associate
a24d1a1c042b3995825da68cda3ccfe6,8/5/2023,Junior Associate
6495f1934785fd28398183f00954b61a,7/23/2023,Junior Associate
9bd02cba859ed0a4731d95627cd4d95e,11/30/2023,Junior Associate
109d3e77410d1ac8065351ba3d718838,11/30/2023,Senior Associate
7885b22b94f9be47dd06ea94ef7de514,1/2/2024,Junior Associate
03be1de1e8c558c2315383dc23c3cb40,8/5/2023,Associate
4f4f09782d96340727477bde379e9814,11/23/2023,Partner
6ac2665e5cab4a108bc5e912646bc30b,1/5/2024,Junior Associate
a6cfdf594221f6228c9592653b88a5cf,11/21/2023,Junior Associate
3068f17eab69e6043ff79ed294f30d0e,1/3/2024,Junior Associate
34245e0a58174414ff67351f2cb1968c,1/26/2024,Associate
c28b3760375f13919bfd7fef3c24df13,11/22/2023,Associate
2108f29c16b0e4256dc5fb26d66a893c,1/1/2024,Associate
17cea4a5613b1bc24053136ae1deb30e,1/3/2024,Junior Associate
9f3cf584100315cf90f89a1f5bc77e99,7/18/2023,Junior Associate
d016a0d516deefce67fd3ccd4349bd05,8/5/2023,Junior Associate
40d1e40513530248088025af151d314b,8/5/2023,Senior Associate
33e59205c92f20261383f2574bb1ee64,8/5/2023,Senior Associate
fc0babe0e0b9168b7cef8df15dffa863,8/6/2023,Junior Associate
